sample,n_class_A_carbapenemase_plasmidial,prop_carbapenemase_BD_plasmidial,n_esbl_plasmidial,n_genes_efflux_plasmidial,pct_contigs_plasmidial,n_plasmids_com_conjugacao,gc_diff_plasmid_cromossomo,Species,WHO_Priority
GCA_015666295.1,0,0,1,4,22.689075630252105,4,-1.4500000000000028,Klebsiella pneumoniae,Critical
GCA_015666405.1,1,0,2,7,32.323232323232325,6,-1.3599999999999994,Klebsiella pneumoniae,Critical
GCA_015666395.1,0,1,3,2,32.98969072164948,6,-1.5600000000000025,Klebsiella pneumoniae,Critical
GCA_015666415.1,1,0,3,4,37.87878787878788,21,-1.8000000000000045,Klebsiella pneumoniae,Critical
GCA_015666445.1,1,0,2,3,38.297872340425535,21,-1.7099999999999935,Klebsiella pneumoniae,Critical
GCA_015666485.1,0,1,1,6,24.624624624624623,4,-0.980000000000004,Klebsiella pneumoniae,Critical
GCA_015666525.1,1,1,1,6,35.13513513513514,8,-2.3000000000000043,Klebsiella pneumoniae,Critical
GCA_015666585.1,1,0,1,5,24.390243902439025,5,-1.2199999999999989,Klebsiella pneumoniae,Critical
GCA_015666595.1,1,0,1,4,25.0,9,-2.3500000000000014,Klebsiella pneumoniae,Critical
GCA_015666615.1,1,0,2,6,33.057851239669425,6,-0.480000000000004,Klebsiella pneumoniae,Critical
GCA_015666635.1,0,0,1,8,19.51219512195122,3,0.25,Klebsiella pneumoniae,Critical
GCA_015666685.1,0,1,2,3,25.42372881355932,9,-1.3699999999999974,Klebsiella pneumoniae,Critical
GCA_016054805.1,0,1,1,5,41.37931034482759,23,-0.759999999999998,Klebsiella pneumoniae,Critical
GCA_016054825.1,1,0,1,3,23.63636363636364,4,-1.009999999999998,Klebsiella pneumoniae,Critical
GCA_016054895.1,0,0,0,0,27.95031055900621,6,-2.4199999999999946,Klebsiella pneumoniae,Critical
GCA_016054935.1,0,0,1,5,24.778761061946906,6,-0.490000000000002,Klebsiella pneumoniae,Critical
GCA_016054995.1,1,0,1,4,31.818181818181817,10,-2.140000000000001,Klebsiella pneumoniae,Critical
GCA_016055235.1,1,0,3,4,37.22627737226277,15,-1.9600000000000009,Klebsiella pneumoniae,Critical
GCA_016055215.1,1,0,1,8,30.08130081300813,2,-0.9199999999999946,Klebsiella pneumoniae,Critical
GCA_016055275.1,1,0,0,7,29.874213836477985,15,-1.25,Klebsiella pneumoniae,Critical
GCA_016055295.1,0,0,0,1,16.72473867595819,2,0.4100000000000037,Klebsiella pneumoniae,Critical
GCA_016055345.1,0,1,0,2,31.535269709543567,19,-2.0799999999999983,Klebsiella pneumoniae,Critical
GCA_016055395.1,0,0,2,10,34.93975903614458,7,-1.7299999999999969,Klebsiella pneumoniae,Critical
GCA_016055435.1,1,0,2,6,27.659574468085108,7,-3.9199999999999946,Klebsiella pneumoniae,Critical
GCA_016055445.1,0,1,1,2,32.58426966292135,13,-3.009999999999998,Klebsiella pneumoniae,Critical
GCA_016055305.1,0,1,1,2,29.629629629629623,18,-0.6899999999999977,Klebsiella pneumoniae,Critical
GCA_016055495.1,1,0,1,4,26.595744680851062,5,-2.0,Klebsiella pneumoniae,Critical
GCA_016055535.1,1,0,1,4,36.17021276595745,8,-1.9799999999999969,Klebsiella pneumoniae,Critical
GCA_016055575.1,1,0,0,1,15.09433962264151,4,-4.730000000000004,Klebsiella pneumoniae,Critical
GCA_016055635.1,1,0,1,5,25.233644859813083,8,-1.6099999999999994,Klebsiella pneumoniae,Critical
GCA_016055605.1,1,0,1,5,33.00970873786408,3,-2.3400000000000034,Klebsiella pneumoniae,Critical
GCA_016055655.1,0,0,0,3,24.324324324324326,7,-3.9399999999999977,Klebsiella pneumoniae,Critical
GCA_016055675.1,1,0,2,4,23.07692307692308,6,-1.8699999999999972,Klebsiella pneumoniae,Critical
GCA_016055695.1,1,0,3,7,33.33333333333333,13,-1.4199999999999946,Klebsiella pneumoniae,Critical
GCA_016055755.1,1,0,3,11,30.319148936170212,16,-2.809999999999995,Klebsiella pneumoniae,Critical
GCA_016055795.1,0,1,1,0,35.294117647058826,15,-3.700000000000003,Klebsiella pneumoniae,Critical
GCA_016055885.1,1,0,3,8,9.2,7,-1.6600000000000037,Klebsiella pneumoniae,Critical
GCA_016055935.1,0,0,2,4,10.289389067524116,7,-1.0400000000000065,Klebsiella pneumoniae,Critical
GCA_016055895.1,1,0,2,5,11.146496815286625,6,-1.3999999999999986,Klebsiella pneumoniae,Critical
GCA_016055995.1,1,0,2,3,34.84848484848485,10,-1.4699999999999989,Klebsiella pneumoniae,Critical
GCA_016055975.1,1,0,1,9,12.582781456953644,8,-0.6000000000000014,Klebsiella pneumoniae,Critical
GCA_016056105.1,1,0,2,8,27.058823529411764,5,-0.4599999999999937,Klebsiella pneumoniae,Critical
GCA_016056175.1,1,0,2,7,21.666666666666668,3,-2.75,Klebsiella pneumoniae,Critical
GCA_016056195.1,0,0,3,3,22.77227722772277,4,-2.009999999999998,Klebsiella pneumoniae,Critical
GCA_016881485.1,1,0,1,3,55.55555555555556,3,-4.93,Klebsiella pneumoniae,Critical
GCA_016881425.1,1,0,0,0,75.0,3,-5.560000000000002,Klebsiella pneumoniae,Critical
GCA_016881445.1,1,0,0,2,50.0,2,-5.280000000000001,Klebsiella pneumoniae,Critical
GCA_016881465.1,1,0,2,2,41.66666666666667,3,-4.810000000000002,Klebsiella pneumoniae,Critical
GCA_016881525.1,1,0,1,1,44.44444444444444,4,-4.600000000000001,Klebsiella pneumoniae,Critical
GCA_016881535.1,1,0,2,3,55.55555555555556,2,-5.160000000000004,Klebsiella pneumoniae,Critical
GCA_016881565.1,1,0,1,2,66.66666666666666,2,-5.0,Klebsiella pneumoniae,Critical
GCA_016881655.1,1,0,1,2,50.0,2,-5.119999999999997,Klebsiella pneumoniae,Critical
GCA_016881585.1,1,0,0,0,27.450980392156865,4,-3.660000000000004,Klebsiella pneumoniae,Critical
GCA_016881605.1,1,0,1,3,23.52941176470588,3,-5.0,Klebsiella pneumoniae,Critical
GCA_016881495.1,1,0,0,0,36.36363636363637,3,-4.490000000000002,Klebsiella pneumoniae,Critical
GCA_017565915.1,1,0,2,3,27.884615384615387,3,-2.369999999999997,Klebsiella pneumoniae,Critical
GCA_017565945.1,1,0,2,3,31.496062992125985,8,-2.8999999999999986,Klebsiella pneumoniae,Critical
GCA_017565885.1,0,0,1,6,27.27272727272727,2,-2.219999999999999,Klebsiella pneumoniae,Critical
GCA_017565865.1,0,0,1,6,24.324324324324326,5,-0.5300000000000011,Klebsiella pneumoniae,Critical
GCA_017566015.1,0,0,1,7,17.674418604651162,11,-1.4499999999999955,Klebsiella pneumoniae,Critical
GCA_018271545.1,0,0,1,10,20.12987012987013,6,-3.480000000000004,Klebsiella pneumoniae,Critical
GCA_018271625.1,0,0,0,1,6.870229007633588,3,-8.530000000000001,Klebsiella pneumoniae,Critical
GCA_018423625.1,1,0,3,7,29.89690721649485,9,-2.6599999999999966,Klebsiella pneumoniae,Critical
GCA_018423645.1,1,0,1,8,35.9375,9,-3.3599999999999994,Klebsiella pneumoniae,Critical
GCA_018423665.1,1,0,1,5,19.35483870967742,5,-2.049999999999997,Klebsiella pneumoniae,Critical
GCA_018423715.1,1,0,1,6,33.91304347826087,8,-4.350000000000001,Klebsiella pneumoniae,Critical
GCA_018423705.1,1,0,1,8,26.923076923076923,5,-0.490000000000002,Klebsiella pneumoniae,Critical
GCA_018423675.1,1,0,3,8,34.81481481481482,9,-2.039999999999999,Klebsiella pneumoniae,Critical
GCA_018423815.1,1,0,1,8,32.87671232876712,5,-0.3699999999999974,Klebsiella pneumoniae,Critical
GCA_018423745.1,1,0,2,2,24.24242424242424,6,-2.440000000000005,Klebsiella pneumoniae,Critical
GCA_018423765.1,1,0,1,7,20.192307692307693,7,-1.3900000000000006,Klebsiella pneumoniae,Critical
GCA_018423775.1,1,0,1,5,25.0,5,-0.3500000000000014,Klebsiella pneumoniae,Critical
GCA_018423805.1,1,0,3,6,23.809523809523807,7,-1.3799999999999957,Klebsiella pneumoniae,Critical
GCA_018423865.1,1,0,2,5,35.80246913580247,8,-2.389999999999993,Klebsiella pneumoniae,Critical
GCA_018423825.1,1,0,2,0,36.98630136986301,10,-2.6299999999999955,Klebsiella pneumoniae,Critical
GCA_018423905.1,1,0,1,9,27.848101265822784,4,-0.2399999999999948,Klebsiella pneumoniae,Critical
GCA_018423915.1,1,0,3,4,23.63636363636364,3,-1.279999999999994,Klebsiella pneumoniae,Critical
GCA_018920475.1,0,0,1,5,8.823529411764707,1,0.509999999999998,Klebsiella pneumoniae,Critical
GCA_019334205.1,0,0,0,5,34.9112426035503,9,-2.200000000000003,Klebsiella pneumoniae,Critical
GCA_019837225.1,0,0,3,4,32.608695652173914,2,-0.269999999999996,Klebsiella pneumoniae,Critical
GCA_020589635.1,0,0,2,9,23.7410071942446,4,-0.9399999999999976,Klebsiella pneumoniae,Critical
GCA_020589645.1,0,0,2,10,26.436781609195403,4,-1.490000000000002,Klebsiella pneumoniae,Critical
GCA_020589615.1,1,0,2,8,30.76923076923077,4,-1.3800000000000026,Klebsiella pneumoniae,Critical
GCA_020589755.1,1,0,2,2,19.047619047619047,4,-2.019999999999996,Klebsiella pneumoniae,Critical
GCA_020589795.1,0,0,2,2,18.103448275862068,5,-3.789999999999999,Klebsiella pneumoniae,Critical
GCA_020589815.1,0,0,3,5,48.54368932038835,19,-1.5900000000000034,Klebsiella pneumoniae,Critical
GCA_020589835.1,0,0,3,4,32.6530612244898,29,-0.8599999999999994,Klebsiella pneumoniae,Critical
GCA_020589895.1,1,0,1,4,22.92993630573249,10,-0.6099999999999994,Klebsiella pneumoniae,Critical
GCA_020589935.1,0,0,3,4,37.5886524822695,17,-1.1400000000000006,Klebsiella pneumoniae,Critical
GCA_020615425.1,1,0,3,9,39.70588235294117,6,-2.0700000000000003,Klebsiella pneumoniae,Critical
GCA_020615575.1,4,0,3,9,44.44444444444444,13,-2.5999999999999943,Klebsiella pneumoniae,Critical
GCA_020615495.1,1,0,2,11,43.44262295081967,11,-2.949999999999996,Klebsiella pneumoniae,Critical
GCA_020615655.1,2,0,1,13,39.39393939393939,9,-1.8999999999999984,Klebsiella pneumoniae,Critical
GCA_020615465.1,1,0,3,9,32.35294117647059,4,-0.7100000000000009,Klebsiella pneumoniae,Critical
GCA_020615675.1,1,0,2,5,44.34782608695652,8,-2.3100000000000023,Klebsiella pneumoniae,Critical
GCA_021020725.1,1,0,1,8,21.138211382113823,5,-1.5900000000000034,Klebsiella pneumoniae,Critical
GCA_021020735.1,0,0,1,4,17.525773195876287,3,0.0700000000000002,Klebsiella pneumoniae,Critical
GCA_021020745.1,1,0,1,6,22.137404580152676,8,-1.5700000000000005,Klebsiella pneumoniae,Critical
GCA_021020815.1,1,0,0,7,22.377622377622377,11,-1.4099999999999966,Klebsiella pneumoniae,Critical
GCA_021020835.1,1,0,1,6,22.65625,8,-1.5700000000000005,Klebsiella pneumoniae,Critical
GCA_021020855.1,1,0,1,6,22.55639097744361,8,-1.5600000000000025,Klebsiella pneumoniae,Critical
GCA_021020865.1,0,0,0,3,18.463611859838277,30,-1.9500000000000028,Klebsiella pneumoniae,Critical
GCA_021020875.1,1,0,1,8,24.06015037593985,9,-2.5600000000000023,Klebsiella pneumoniae,Critical
GCA_021020915.1,1,0,0,7,25.0,10,-1.4699999999999989,Klebsiella pneumoniae,Critical
GCA_021020935.1,1,0,0,7,21.67832167832168,10,-1.4099999999999966,Klebsiella pneumoniae,Critical
GCA_021020955.1,1,0,1,6,21.16788321167883,8,-1.6700000000000017,Klebsiella pneumoniae,Critical
GCA_021020975.1,1,0,1,6,11.88118811881188,4,-1.7999999999999972,Klebsiella pneumoniae,Critical
GCA_021020985.1,1,0,1,6,21.875,8,-1.6000000000000014,Klebsiella pneumoniae,Critical
GCA_021021015.1,1,0,1,6,22.900763358778622,8,-1.490000000000002,Klebsiella pneumoniae,Critical
GCA_021021035.1,1,0,1,6,22.30769230769231,8,-1.470000000000006,Klebsiella pneumoniae,Critical
GCA_021021055.1,1,0,1,6,21.64179104477612,8,-1.5899999999999963,Klebsiella pneumoniae,Critical
GCA_021021075.1,1,0,1,6,23.015873015873016,8,-1.6300000000000026,Klebsiella pneumoniae,Critical
GCA_021021095.1,1,0,1,6,21.25984251968504,7,-1.7800000000000011,Klebsiella pneumoniae,Critical
GCA_021021115.1,1,0,1,6,22.04724409448819,7,-1.6300000000000026,Klebsiella pneumoniae,Critical
GCA_021021135.1,1,0,1,6,22.30769230769231,8,-1.6199999999999974,Klebsiella pneumoniae,Critical
GCA_021021155.1,1,0,0,7,23.64864864864865,12,-1.5300000000000011,Klebsiella pneumoniae,Critical
GCA_021021175.1,1,0,1,6,22.65625,8,-1.509999999999998,Klebsiella pneumoniae,Critical
GCA_021021195.1,0,0,2,10,17.857142857142858,5,-1.1900000000000048,Klebsiella pneumoniae,Critical
GCA_021021215.1,1,0,2,11,23.47826086956522,9,-3.1000000000000014,Klebsiella pneumoniae,Critical
GCA_021021225.1,1,0,1,6,20.51282051282051,6,-2.3299999999999983,Klebsiella pneumoniae,Critical
GCA_021021255.1,1,0,1,6,22.48062015503876,8,-1.6199999999999974,Klebsiella pneumoniae,Critical
GCA_021206585.1,1,0,3,4,20.51282051282051,6,-1.5600000000000025,Klebsiella pneumoniae,Critical
GCA_021206795.1,1,0,2,5,17.692307692307693,4,-0.9299999999999996,Klebsiella pneumoniae,Critical
GCA_021496095.1,1,0,2,3,77.77777777777779,4,-8.5,Klebsiella pneumoniae,Critical
GCA_021245835.1,1,0,1,7,13.541666666666666,3,-0.9299999999999996,Klebsiella pneumoniae,Critical
GCA_021568735.1,0,0,2,6,21.333333333333336,3,-0.9399999999999976,Klebsiella pneumoniae,Critical
GCA_021648785.1,0,0,2,3,16.901408450704224,4,-1.8699999999999972,Klebsiella pneumoniae,Critical
GCA_022359595.1,0,0,1,4,23.52941176470588,3,-0.9500000000000028,Klebsiella pneumoniae,Critical
GCA_022359755.1,0,0,0,4,24.444444444444443,3,-1.4200000000000017,Klebsiella pneumoniae,Critical
GCA_022359515.1,0,0,2,8,17.894736842105264,3,-0.9699999999999988,Klebsiella pneumoniae,Critical
GCA_023059255.1,0,0,1,9,30.303030303030305,7,-1.7100000000000009,Klebsiella pneumoniae,Critical
GCA_023059265.1,1,0,0,2,37.32394366197183,20,-0.7999999999999972,Klebsiella pneumoniae,Critical
GCA_023059275.1,0,0,1,6,28.03738317757009,6,-0.9200000000000016,Klebsiella pneumoniae,Critical
GCA_023059285.1,1,0,1,7,23.404255319148938,5,-1.5600000000000025,Klebsiella pneumoniae,Critical
GCA_023059435.1,1,0,1,10,28.125,6,-0.7299999999999969,Klebsiella pneumoniae,Critical
GCA_023060075.1,1,0,0,2,37.76223776223776,17,-1.230000000000004,Klebsiella pneumoniae,Critical
GCA_023060175.1,0,0,2,9,32.857142857142854,7,-1.1700000000000017,Klebsiella pneumoniae,Critical
GCA_023060155.1,1,0,2,4,26.82926829268293,8,-2.3999999999999986,Klebsiella pneumoniae,Critical
GCA_023060205.1,1,0,0,2,26.31578947368421,6,-0.9500000000000028,Klebsiella pneumoniae,Critical
GCA_023060255.1,0,0,1,8,38.144329896907216,6,-3.549999999999997,Klebsiella pneumoniae,Critical
GCA_023060305.1,0,0,0,4,23.728813559322035,4,-1.9400000000000048,Klebsiella pneumoniae,Critical
GCA_023060355.1,0,0,0,5,21.0,3,-1.5899999999999963,Klebsiella pneumoniae,Critical
GCA_023060505.1,1,0,3,6,35.294117647058826,4,-1.3499999999999943,Klebsiella pneumoniae,Critical
GCA_023061015.1,1,0,2,5,28.31858407079646,7,-1.740000000000002,Klebsiella pneumoniae,Critical
GCA_023060995.1,1,0,0,7,34.9112426035503,16,-1.4500000000000028,Klebsiella pneumoniae,Critical
GCA_023061095.1,1,0,0,4,25.6,11,-1.1400000000000006,Klebsiella pneumoniae,Critical
GCA_023572235.1,0,1,1,7,27.40740740740741,11,-1.8100000000000025,Klebsiella pneumoniae,Critical
GCA_023572325.1,0,1,3,7,34.375,9,-2.6699999999999946,Klebsiella pneumoniae,Critical
GCA_023572345.1,0,1,1,2,22.22222222222222,4,-0.779999999999994,Klebsiella pneumoniae,Critical
GCA_023572385.1,1,0,3,6,38.1294964028777,17,-1.25,Klebsiella pneumoniae,Critical
GCA_023572615.1,1,0,2,3,32.25806451612903,6,-1.6499999999999986,Klebsiella pneumoniae,Critical
GCA_023572675.1,1,0,0,9,29.906542056074763,7,0.3900000000000005,Klebsiella pneumoniae,Critical
GCA_024813455.1,1,0,2,5,32.55813953488372,8,-3.9099999999999966,Klebsiella pneumoniae,Critical
GCA_024813465.1,0,0,1,3,11.11111111111111,1,-0.9099999999999966,Klebsiella pneumoniae,Critical
GCA_024813535.1,1,0,1,11,14.285714285714285,2,-0.009999999999998,Klebsiella pneumoniae,Critical
GCA_024813555.1,1,0,0,2,22.35294117647059,8,-2.780000000000001,Klebsiella pneumoniae,Critical
GCA_024813565.1,0,0,3,6,16.666666666666664,2,-0.5399999999999991,Klebsiella pneumoniae,Critical
GCA_024813675.1,0,0,3,7,17.431192660550458,6,-1.2999999999999972,Klebsiella pneumoniae,Critical
GCA_024813735.1,0,0,2,6,21.5,7,-0.8599999999999994,Klebsiella pneumoniae,Critical
GCA_024813755.1,0,0,3,5,26.881720430107524,3,-1.3900000000000006,Klebsiella pneumoniae,Critical
GCA_024813765.1,0,0,2,7,17.391304347826086,5,-0.1899999999999977,Klebsiella pneumoniae,Critical
GCA_024813785.1,1,0,1,4,22.727272727272727,6,-2.0999999999999943,Klebsiella pneumoniae,Critical
GCA_024813815.1,1,0,2,8,24.705882352941178,10,-1.3200000000000005,Klebsiella pneumoniae,Critical
GCA_024813855.1,1,0,2,10,16.037735849056602,4,-0.6199999999999974,Klebsiella pneumoniae,Critical
GCA_024813875.1,1,0,0,4,24.35897435897436,7,-1.1700000000000017,Klebsiella pneumoniae,Critical
GCA_024814275.1,1,0,3,5,21.64179104477612,5,-3.979999999999997,Klebsiella pneumoniae,Critical
GCA_026191785.1,1,0,0,2,30.508474576271187,11,-6.009999999999998,Klebsiella pneumoniae,Critical
GCA_026191935.1,0,0,2,6,23.809523809523807,4,-0.6500000000000057,Klebsiella pneumoniae,Critical
GCA_026191975.1,0,0,2,8,32.94117647058823,4,-1.4299999999999995,Klebsiella pneumoniae,Critical
GCA_026222735.1,0,1,2,12,43.75,22,-3.710000000000001,Klebsiella pneumoniae,Critical
GCA_026222745.1,0,1,2,12,38.70967741935484,18,-2.390000000000001,Klebsiella pneumoniae,Critical
GCA_026222835.1,0,1,2,11,35.981308411214954,30,-3.75,Klebsiella pneumoniae,Critical
GCA_026222845.1,0,1,2,2,27.27272727272727,8,-4.490000000000002,Klebsiella pneumoniae,Critical
GCA_026222865.1,0,0,1,3,21.6,2,-2.020000000000003,Klebsiella pneumoniae,Critical
GCA_026222875.1,0,1,2,8,33.33333333333333,5,-1.0300000000000011,Klebsiella pneumoniae,Critical
GCA_026222935.1,0,1,2,3,30.8411214953271,5,-2.719999999999999,Klebsiella pneumoniae,Critical
GCA_026222945.1,0,1,2,3,36.80555555555556,7,-2.990000000000002,Klebsiella pneumoniae,Critical
GCA_026222955.1,0,1,1,4,24.285714285714285,7,-1.2000000000000028,Klebsiella pneumoniae,Critical
GCA_026223005.1,0,0,2,8,26.126126126126124,4,-1.6899999999999975,Klebsiella pneumoniae,Critical
GCA_026223035.1,0,0,1,4,26.168224299065415,2,-0.3800000000000025,Klebsiella pneumoniae,Critical
GCA_026223065.1,0,1,2,4,27.27272727272727,4,-0.6600000000000037,Klebsiella pneumoniae,Critical
GCA_026223055.1,0,1,2,11,41.66666666666667,23,-3.899999999999999,Klebsiella pneumoniae,Critical
GCA_026223095.1,0,1,2,2,31.76470588235294,4,-2.410000000000004,Klebsiella pneumoniae,Critical
GCA_026223115.1,0,1,3,8,37.79527559055118,18,-1.4299999999999995,Klebsiella pneumoniae,Critical
GCA_026223135.1,0,1,2,2,41.91176470588236,21,-2.710000000000001,Klebsiella pneumoniae,Critical
GCA_026223155.1,0,0,1,4,21.818181818181817,5,-1.9500000000000028,Klebsiella pneumoniae,Critical
GCA_026223175.1,0,1,1,2,22.47191011235955,5,-0.730000000000004,Klebsiella pneumoniae,Critical
GCA_026223205.1,0,1,3,2,23.58490566037736,10,-3.3800000000000026,Klebsiella pneumoniae,Critical
GCA_026223235.1,1,1,2,8,27.56756756756757,18,-2.0700000000000003,Klebsiella pneumoniae,Critical
GCA_026223255.1,1,1,1,2,75.0,6,-5.829999999999998,Klebsiella pneumoniae,Critical
GCA_026223265.1,0,1,1,3,55.55555555555556,3,-7.269999999999996,Klebsiella pneumoniae,Critical
GCA_026223315.1,0,1,3,6,33.33333333333333,7,-2.1300000000000026,Klebsiella pneumoniae,Critical
GCA_026223285.1,1,1,3,10,35.1063829787234,16,-1.6799999999999995,Klebsiella pneumoniae,Critical
GCA_026223335.1,0,1,3,4,25.42372881355932,3,-2.8000000000000043,Klebsiella pneumoniae,Critical
GCA_026223375.1,0,1,1,5,29.565217391304348,6,-3.1000000000000014,Klebsiella pneumoniae,Critical
GCA_026223395.1,0,1,2,7,42.42424242424242,15,-2.640000000000001,Klebsiella pneumoniae,Critical
GCA_026223455.1,0,1,1,3,33.11258278145696,18,-1.3399999999999963,Klebsiella pneumoniae,Critical
GCA_026223435.1,0,1,1,3,34.72222222222222,17,-1.269999999999996,Klebsiella pneumoniae,Critical
GCA_026223475.1,0,1,1,3,33.33333333333333,19,-0.6600000000000037,Klebsiella pneumoniae,Critical
GCA_026223515.1,0,0,2,1,24.09638554216868,5,-9.550000000000004,Klebsiella pneumoniae,Critical
GCA_026223575.1,1,0,1,5,37.10691823899371,16,-1.2100000000000009,Klebsiella pneumoniae,Critical
GCA_026223555.1,0,1,3,7,37.12574850299401,18,-0.7999999999999972,Klebsiella pneumoniae,Critical
GCA_026223615.1,0,0,2,11,14.957264957264956,4,-0.1900000000000048,Klebsiella pneumoniae,Critical
GCA_026223715.1,0,1,3,8,37.96791443850268,10,-1.8500000000000012,Klebsiella pneumoniae,Critical
GCA_026223755.1,0,0,2,8,27.184466019417474,4,-2.1000000000000014,Klebsiella pneumoniae,Critical
GCA_026223735.1,1,1,1,3,27.08333333333333,8,-1.5399999999999991,Klebsiella pneumoniae,Critical
GCA_026223775.1,0,1,2,8,37.94871794871795,11,-2.0799999999999983,Klebsiella pneumoniae,Critical
GCA_027945645.1,1,0,1,6,24.747474747474747,18,-1.3199999999999932,Klebsiella pneumoniae,Critical
GCA_028210855.1,1,0,2,10,25.20833333333333,14,-2.4099999999999966,Klebsiella pneumoniae,Critical
GCA_029075925.1,1,0,1,6,25.925925925925924,13,-0.8500000000000014,Klebsiella pneumoniae,Critical
GCA_029075945.1,1,0,2,12,38.13559322033898,9,-1.6700000000000017,Klebsiella pneumoniae,Critical
GCA_029075965.1,1,0,2,3,29.166666666666668,6,-2.270000000000003,Klebsiella pneumoniae,Critical
GCA_029075985.1,1,0,1,4,30.53435114503817,7,-2.7900000000000063,Klebsiella pneumoniae,Critical
GCA_029075995.1,1,0,1,2,13.333333333333334,3,-1.6600000000000037,Klebsiella pneumoniae,Critical
GCA_029076045.1,1,0,1,3,34.61538461538461,8,-3.4399999999999977,Klebsiella pneumoniae,Critical
GCA_029076075.1,1,0,1,4,37.142857142857146,25,-1.740000000000002,Klebsiella pneumoniae,Critical
GCA_029076065.1,1,0,2,3,30.666666666666664,10,-1.9399999999999975,Klebsiella pneumoniae,Critical
GCA_029076085.1,1,0,1,4,31.25,3,-1.6799999999999995,Klebsiella pneumoniae,Critical
GCA_029076125.1,1,0,1,6,32.0,6,-1.1099999999999994,Klebsiella pneumoniae,Critical
GCA_029076145.1,1,0,2,10,31.57894736842105,6,-1.4299999999999995,Klebsiella pneumoniae,Critical
GCA_029076185.1,1,0,1,5,37.17948717948718,18,-1.6199999999999974,Klebsiella pneumoniae,Critical
GCA_029076175.1,1,0,1,7,38.095238095238095,14,-2.700000000000003,Klebsiella pneumoniae,Critical
