Species,Source,Date,Location,sample_x,BioSample,Estado,Região,sample_y,vfdb_adherence,vfdb_antimicrobial_activity_competitive_advantage,vfdb_biofilm,vfdb_effector_delivery_system,vfdb_exoenzyme,vfdb_exotoxin,vfdb_immune_modulation,vfdb_invasion,vfdb_motility,vfdb_nutritional_metabolic_factor,vfdb_others,vfdb_post-translational_modification,vfdb_regulation,vfdb_stress_survival,sample_id
Escherichia coli,urine,2019.0,Sao Paulo,GCA_022758785.1,SAMN23390744,SP,Sul,GCA_022758785.1_ASM2275878v1_genomic,22.0,1.0,0.0,35.0,0.0,0.0,8.0,4.0,19.0,20.0,0.0,0.0,5.0,0.0,GCA_022758785.1
Escherichia coli,rectal swab,2020.0,Sao Paulo,GCA_022758765.1,SAMN22580315,SP,Sul,GCA_022758765.1_ASM2275876v1_genomic,22.0,1.0,0.0,21.0,0.0,0.0,1.0,17.0,19.0,15.0,0.0,0.0,5.0,0.0,GCA_022758765.1
Escherichia coli,urine,2019.0,Sao Paulo,GCA_022758805.1,SAMN23384002,SP,Sul,GCA_022758805.1_ASM2275880v1_genomic,38.0,1.0,0.0,17.0,0.0,21.0,1.0,11.0,18.0,39.0,0.0,0.0,5.0,0.0,GCA_022758805.1
Escherichia coli,rectal swab,2020.0,Sao Paulo,GCA_022758815.1,SAMN22580334,SP,Sul,GCA_022758815.1_ASM2275881v1_genomic,17.0,1.0,0.0,22.0,1.0,0.0,1.0,4.0,19.0,33.0,0.0,0.0,5.0,0.0,GCA_022758815.1
Escherichia coli,urine,2019.0,Sao Paulo,GCA_022758845.1,SAMN22656218,SP,Sul,GCA_022758845.1_ASM2275884v1_genomic,23.0,1.0,0.0,14.0,0.0,0.0,1.0,11.0,19.0,34.0,0.0,0.0,5.0,0.0,GCA_022758845.1
Escherichia coli,urine,2019.0,Sao Paulo,GCA_022758865.1,SAMN26232719,SP,Sul,GCA_022758865.1_ASM2275886v1_genomic,38.0,1.0,0.0,17.0,0.0,23.0,2.0,17.0,18.0,39.0,0.0,0.0,5.0,0.0,GCA_022758865.1
Escherichia coli,urine,2020.0,Sao Paulo,GCA_022758895.1,SAMN22581297,SP,Sul,GCA_022758895.1_ASM2275889v1_genomic,46.0,1.0,0.0,16.0,0.0,23.0,2.0,12.0,18.0,39.0,0.0,0.0,5.0,0.0,GCA_022758895.1
Escherichia coli,blood,2019.0,Brazil,GCA_023060635.1,SAMN27549406,,,GCA_023060635.1_ASM2306063v1_genomic,43.0,1.0,0.0,16.0,0.0,23.0,1.0,11.0,18.0,39.0,0.0,0.0,5.0,0.0,GCA_023060635.1
Escherichia coli,blood,2019.0,Brazil,GCA_023061055.1,SAMN27549424,,,GCA_023061055.1_ASM2306105v1_genomic,27.0,1.0,0.0,22.0,0.0,0.0,1.0,3.0,19.0,20.0,0.0,0.0,5.0,0.0,GCA_023061055.1
Escherichia coli,blood,2019.0,Brazil,GCA_023572705.1,SAMN27549386,,,GCA_023572705.1_ASM2357270v1_genomic,22.0,1.0,0.0,20.0,0.0,0.0,1.0,2.0,18.0,13.0,0.0,0.0,5.0,0.0,GCA_023572705.1
Escherichia coli,blood,2019.0,Brazil,GCA_023572785.1,SAMN27549387,,,GCA_023572785.1_ASM2357278v1_genomic,21.0,1.0,0.0,25.0,0.0,2.0,1.0,3.0,18.0,15.0,0.0,0.0,5.0,0.0,GCA_023572785.1
Escherichia coli,urine,2017.0,Londrina,GCA_023614365.2,SAMN14529286,PR,Sul,GCA_023614365.2_ASM2361436v2_genomic,26.0,1.0,0.0,17.0,0.0,0.0,1.0,8.0,19.0,23.0,0.0,0.0,5.0,0.0,GCA_023614365.2
Escherichia coli,blood,2000.0,Sao Paulo,GCA_024199065.1,SAMN29492624,SP,Sul,GCA_024199065.1_ASM2419906v1_genomic,19.0,1.0,0.0,38.0,0.0,0.0,2.0,4.0,19.0,31.0,6.0,0.0,5.0,0.0,GCA_024199065.1
Escherichia coli,urine,2017.0,Brazil,GCA_024385685.1,SAMN23168973,,,GCA_024385685.1_ASM2438568v1_genomic,20.0,1.0,0.0,17.0,0.0,0.0,1.0,3.0,19.0,15.0,0.0,0.0,5.0,0.0,GCA_024385685.1
Escherichia coli,gallbladder,2016.0,Brazil,GCA_024386135.1,SAMN23168949,,,GCA_024386135.1_ASM2438613v1_genomic,24.0,1.0,0.0,24.0,0.0,0.0,1.0,11.0,18.0,39.0,0.0,0.0,5.0,0.0,GCA_024386135.1
Escherichia coli,wound,2016.0,Brazil,GCA_024386165.1,SAMN23168948,,,GCA_024386165.1_ASM2438616v1_genomic,23.0,1.0,0.0,40.0,0.0,0.0,1.0,11.0,18.0,23.0,0.0,0.0,5.0,0.0,GCA_024386165.1
Escherichia coli,urine,2016.0,Brazil,GCA_024388485.1,SAMN23168831,,,GCA_024388485.1_ASM2438848v1_genomic,31.0,1.0,0.0,13.0,0.0,0.0,1.0,11.0,18.0,37.0,0.0,0.0,5.0,0.0,GCA_024388485.1
Escherichia coli,urine,2015.0,Brazil,GCA_024389435.1,SAMN23168782,,,GCA_024389435.1_ASM2438943v1_genomic,19.0,1.0,0.0,9.0,0.0,0.0,8.0,3.0,13.0,25.0,0.0,0.0,5.0,0.0,GCA_024389435.1
Escherichia coli,adult,1979.0,Brazil,GCA_024584885.1,SAMN04917421,,,GCA_024584885.1_ASM2458488v1_genomic,27.0,1.0,0.0,35.0,0.0,0.0,1.0,4.0,19.0,15.0,0.0,0.0,5.0,0.0,GCA_024584885.1
Escherichia coli,adult,1979.0,Brazil,GCA_024584945.1,SAMN04917418,,,GCA_024584945.1_ASM2458494v1_genomic,27.0,1.0,0.0,35.0,0.0,0.0,1.0,4.0,19.0,15.0,0.0,0.0,5.0,0.0,GCA_024584945.1
Escherichia coli,,2005.0,Brazil,GCA_025698005.1,SAMN15534103,,,GCA_025698005.1_ASM2569800v1_genomic,33.0,1.0,0.0,15.0,0.0,0.0,1.0,18.0,18.0,44.0,0.0,0.0,4.0,0.0,GCA_025698005.1
Escherichia coli,urine,2015.0,South,GCF_001693555.1,SAMN05382650,,,GCF_001693555.1_ASM169355v1_genomic,23.0,2.0,0.0,12.0,0.0,13.0,1.0,11.0,19.0,31.0,6.0,0.0,5.0,0.0,GCF_001693555.1
Escherichia coli,feces,1998.0,Brazil,GCA_002459605.1,SAMN05607347,,,GCA_002459605.1_ASM245960v1_genomic,37.0,1.0,0.0,46.0,0.0,0.0,1.0,4.0,18.0,23.0,0.0,0.0,7.0,0.0,GCA_002459605.1
Escherichia coli,urine,1974.0,Belo Horizonte,GCA_002859105.1,SAMN08117235,MG,Sudeste,GCA_002859105.1_ASM285910v1_genomic,57.0,1.0,0.0,17.0,0.0,23.0,2.0,11.0,15.0,39.0,0.0,0.0,5.0,0.0,GCA_002859105.1
Escherichia coli,urine,2015.0,Brazil,GCF_001700405.1,SAMN05005170,,,GCF_001700405.1_ASM170040v1_genomic,27.0,1.0,0.0,26.0,0.0,0.0,1.0,3.0,19.0,15.0,0.0,0.0,7.0,0.0,GCF_001700405.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_028864005.1,SAMN33327118,SP,Sul,GCA_028864005.1_ASM2886400v1_genomic,23.0,1.0,0.0,20.0,0.0,0.0,1.0,12.0,19.0,31.0,6.0,0.0,5.0,0.0,GCA_028864005.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_028864025.1,SAMN33327119,SP,Sul,GCA_028864025.1_ASM2886402v1_genomic,19.0,1.0,0.0,10.0,0.0,0.0,1.0,4.0,19.0,26.0,6.0,0.0,5.0,0.0,GCA_028864025.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_028864085.1,SAMN33327117,SP,Sul,GCA_028864085.1_ASM2886408v1_genomic,22.0,1.0,0.0,10.0,0.0,1.0,1.0,4.0,19.0,26.0,6.0,0.0,4.0,0.0,GCA_028864085.1
Escherichia coli,Blood culture,2003.0,Sao Paulo,GCA_029589455.1,SAMN27566601,SP,Sul,GCA_029589455.1_ASM2958945v1_genomic,19.0,1.0,0.0,28.0,0.0,0.0,1.0,3.0,19.0,27.0,0.0,0.0,5.0,0.0,GCA_029589455.1
Escherichia coli,blood,2005.0,Sao Paulo,GCA_030466455.1,SAMN14486023,SP,Sul,GCA_030466455.1_ASM3046645v1_genomic,32.0,1.0,0.0,25.0,0.0,1.0,1.0,12.0,19.0,38.0,0.0,0.0,5.0,0.0,GCA_030466455.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_031460355.1,SAMN36780916,SP,Sul,GCA_031460355.1_ASM3146035v1_genomic,14.0,1.0,0.0,56.0,0.0,0.0,1.0,4.0,19.0,15.0,0.0,0.0,6.0,0.0,GCA_031460355.1
Escherichia coli,Surveillance swab,2021.0,Sao Paulo,GCA_031630435.1,SAMN30951039,SP,Sul,GCA_031630435.1_ASM3163043v1_genomic,14.0,1.0,0.0,6.0,0.0,0.0,3.0,5.0,19.0,15.0,0.0,0.0,5.0,0.0,GCA_031630435.1
Escherichia coli,Surveillance swab,2019.0,Belo Horizonte,GCA_031630395.1,SAMN30951035,MG,Sudeste,GCA_031630395.1_ASM3163039v1_genomic,27.0,1.0,0.0,12.0,0.0,0.0,1.0,3.0,19.0,24.0,0.0,0.0,5.0,0.0,GCA_031630395.1
Escherichia coli,Other clinical sources,2021.0,Sao Paulo,GCA_031630415.1,SAMN30951038,SP,Sul,GCA_031630415.1_ASM3163041v1_genomic,25.0,1.0,0.0,35.0,0.0,0.0,5.0,4.0,19.0,20.0,0.0,0.0,5.0,0.0,GCA_031630415.1
Escherichia coli,urine,2019.0,Limeira,GCA_031630455.1,SAMN30951036,SP,Sul,GCA_031630455.1_ASM3163045v1_genomic,41.0,1.0,0.0,13.0,0.0,5.0,1.0,11.0,18.0,39.0,0.0,0.0,5.0,0.0,GCA_031630455.1
Escherichia coli,Surveillance swab,2020.0,Sao Paulo,GCA_031630475.1,SAMN30951037,SP,Sul,GCA_031630475.1_ASM3163047v1_genomic,27.0,1.0,0.0,31.0,0.0,0.0,1.0,3.0,19.0,15.0,0.0,0.0,5.0,0.0,GCA_031630475.1
Escherichia coli,Tracheal secretion,2019.0,Palmas,GCA_031630495.1,SAMN30951034,TO,Norte,GCA_031630495.1_ASM3163049v1_genomic,27.0,1.0,0.0,16.0,0.0,1.0,1.0,12.0,19.0,39.0,0.0,0.0,5.0,0.0,GCA_031630495.1
Escherichia coli,Surveillance swab,2017.0,Sao Paulo,GCA_031630515.1,SAMN30951033,SP,Sul,GCA_031630515.1_ASM3163051v1_genomic,23.0,1.0,0.0,38.0,0.0,0.0,1.0,17.0,18.0,23.0,0.0,0.0,5.0,0.0,GCA_031630515.1
Escherichia coli,blood,2016.0,Recife,GCF_001899625.1,SAMN06051286,PE,Nordeste,GCF_001899625.1_ASM189962v1_genomic,27.0,1.0,0.0,12.0,0.0,0.0,1.0,3.0,19.0,25.0,0.0,0.0,5.0,0.0,GCF_001899625.1
Escherichia coli,blood,2016.0,"Sao Paulo, SP",GCF_001907935.1,SAMN06043562,SP,Sul,GCF_001907935.1_ASM190793v1_genomic,27.0,1.0,0.0,34.0,0.0,0.0,1.0,3.0,19.0,25.0,0.0,0.0,5.0,0.0,GCF_001907935.1
Escherichia coli,stool,2001.0,Sao Paulo,GCA_036927655.1,SAMN31136801,SP,Sul,GCA_036927655.1_ASM3692765v1_genomic,28.0,1.0,0.0,87.0,0.0,0.0,1.0,3.0,19.0,15.0,0.0,0.0,6.0,0.0,GCA_036927655.1
Escherichia coli,Rectal swabs,2016.0,RS,GCA_036890245.1,SAMN18079465,RS,Sul,GCA_036890245.1_ASM3689024v1_genomic,27.0,1.0,0.0,24.0,0.0,0.0,1.0,11.0,19.0,33.0,0.0,0.0,5.0,0.0,GCA_036890245.1
Escherichia coli,Ascites fluid,2018.0,RS,GCA_036890225.1,SAMN18079466,RS,Sul,GCA_036890225.1_ASM3689022v1_genomic,24.0,1.0,0.0,16.0,0.0,2.0,1.0,4.0,19.0,15.0,0.0,0.0,5.0,0.0,GCA_036890225.1
Escherichia coli,stool,1990.0,Sao Paulo,GCA_036927615.1,SAMN31136766,SP,Sul,GCA_036927615.1_ASM3692761v1_genomic,22.0,1.0,0.0,56.0,0.0,0.0,1.0,4.0,19.0,15.0,0.0,0.0,6.0,0.0,GCA_036927615.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_036927645.1,SAMN31136716,SP,Sul,GCA_036927645.1_ASM3692764v1_genomic,28.0,1.0,0.0,95.0,0.0,5.0,1.0,3.0,19.0,20.0,0.0,0.0,6.0,0.0,GCA_036927645.1
Escherichia coli,stool,1990.0,Sao Paulo,GCA_036927635.1,SAMN31136699,SP,Sul,GCA_036927635.1_ASM3692763v1_genomic,10.0,1.0,0.0,57.0,0.0,5.0,0.0,4.0,18.0,31.0,0.0,0.0,6.0,0.0,GCA_036927635.1
Escherichia coli,stool,2001.0,Sao Paulo,GCA_036927775.1,SAMN31136870,SP,Sul,GCA_036927775.1_ASM3692777v1_genomic,23.0,1.0,0.0,73.0,0.0,0.0,1.0,3.0,19.0,15.0,0.0,0.0,6.0,0.0,GCA_036927775.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_036925215.1,SAMN31136242,SP,Sul,GCA_036925215.1_ASM3692521v1_genomic,8.0,1.0,0.0,61.0,0.0,0.0,1.0,4.0,19.0,30.0,0.0,0.0,6.0,0.0,GCA_036925215.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_036925195.1,SAMN31136269,SP,Sul,GCA_036925195.1_ASM3692519v1_genomic,21.0,1.0,0.0,58.0,0.0,4.0,1.0,4.0,19.0,15.0,0.0,0.0,6.0,0.0,GCA_036925195.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_036927625.1,SAMN31136557,SP,Sul,GCA_036927625.1_ASM3692762v1_genomic,14.0,1.0,0.0,58.0,0.0,0.0,1.0,4.0,19.0,26.0,0.0,0.0,6.0,0.0,GCA_036927625.1
Escherichia coli,Urine Sample,2014.0,Pernambuco,GCA_037450415.1,SAMN33101484,PE,Nordeste,GCA_037450415.1_ASM3745041v1_genomic,27.0,1.0,0.0,31.0,0.0,0.0,11.0,3.0,18.0,36.0,0.0,0.0,5.0,0.0,GCA_037450415.1
Escherichia coli,Rectal swab,2011.0,Brazil,GCA_037890765.1,SAMN40603239,,,GCA_037890765.1_ASM3789076v1_genomic,25.0,1.0,0.0,14.0,0.0,0.0,1.0,11.0,18.0,39.0,0.0,0.0,5.0,0.0,GCA_037890765.1
Escherichia coli,Rectal swab,2015.0,Brazil,GCA_037890795.1,SAMN40603238,,,GCA_037890795.1_ASM3789079v1_genomic,15.0,1.0,0.0,32.0,0.0,0.0,6.0,4.0,19.0,32.0,0.0,0.0,5.0,0.0,GCA_037890795.1
Escherichia coli,foot secretion,2016.0,Natal,GCF_001660545.1,SAMN05172242,RN,Nordeste,GCF_001660545.1_ASM166054v2_genomic,38.0,1.0,0.0,13.0,0.0,0.0,1.0,3.0,19.0,31.0,0.0,0.0,5.0,0.0,GCF_001660545.1
Escherichia coli,Rectal swab,2013.0,Amazon,GCF_001982585.1,SAMN06244220,AM,Norte,GCF_001982585.1_ASM198258v1_genomic,25.0,1.0,0.0,31.0,0.0,0.0,2.0,4.0,12.0,21.0,0.0,0.0,5.0,0.0,GCF_001982585.1
Escherichia coli,rectal swab,2014.0,Porto Alegre,GCF_002006525.1,SAMN06233851,RS,Sul,GCF_002006525.1_ASM200652v1_genomic,23.0,1.0,0.0,10.0,0.0,1.0,6.0,4.0,19.0,4.0,0.0,0.0,5.0,0.0,GCF_002006525.1
Escherichia coli,,2011.0,Rio de Janeiro,GCF_002012005.1,SAMN05511179,RJ,Sudeste,GCF_002012005.1_ASM201200v1_genomic,26.0,1.0,0.0,12.0,0.0,1.0,1.0,3.0,19.0,27.0,0.0,0.0,5.0,0.0,GCF_002012005.1
Escherichia coli,feces,2020.0,Brazil,GCA_040149085.1,SAMN41693493,,,GCA_040149085.1_ASM4014908v1_genomic,27.0,1.0,0.0,32.0,0.0,0.0,12.0,3.0,19.0,31.0,0.0,0.0,5.0,0.0,GCA_040149085.1
Escherichia coli,feces,2019.0,Brazil,GCA_040148955.1,SAMN41693492,,,GCA_040148955.1_ASM4014895v1_genomic,23.0,1.0,0.0,36.0,1.0,5.0,1.0,5.0,19.0,31.0,0.0,0.0,5.0,0.0,GCA_040148955.1
Escherichia coli,feces,2019.0,Brazil,GCA_040148975.1,SAMN41693491,,,GCA_040148975.1_ASM4014897v1_genomic,22.0,1.0,0.0,15.0,0.0,0.0,1.0,11.0,19.0,25.0,0.0,0.0,5.0,0.0,GCA_040148975.1
Escherichia coli,feces,2020.0,Brazil,GCA_040149135.1,SAMN41693495,,,GCA_040149135.1_ASM4014913v1_genomic,24.0,1.0,0.0,38.0,0.0,0.0,1.0,17.0,18.0,36.0,0.0,0.0,5.0,0.0,GCA_040149135.1
Escherichia coli,feces,2019.0,Brazil,GCA_040149285.1,SAMN41693497,,,GCA_040149285.1_ASM4014928v1_genomic,24.0,1.0,0.0,98.0,0.0,3.0,1.0,4.0,17.0,23.0,0.0,0.0,6.0,0.0,GCA_040149285.1
Escherichia coli,feces,2019.0,Brazil,GCA_040149225.1,SAMN41693494,,,GCA_040149225.1_ASM4014922v1_genomic,28.0,1.0,0.0,16.0,0.0,0.0,1.0,11.0,18.0,34.0,0.0,0.0,5.0,0.0,GCA_040149225.1
Escherichia coli,feces,2019.0,Brazil,GCA_040149235.1,SAMN41693496,,,GCA_040149235.1_ASM4014923v1_genomic,23.0,1.0,0.0,24.0,0.0,1.0,2.0,5.0,18.0,34.0,0.0,0.0,5.0,0.0,GCA_040149235.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_041890375.1,SAMN43515108,SP,Sul,GCA_041890375.1_ASM4189037v1_genomic,32.0,1.0,0.0,84.0,0.0,5.0,1.0,3.0,18.0,31.0,0.0,0.0,6.0,0.0,GCA_041890375.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_041890435.1,SAMN30438959,SP,Sul,GCA_041890435.1_ASM4189043v1_genomic,32.0,1.0,0.0,83.0,0.0,5.0,1.0,3.0,18.0,31.0,0.0,0.0,6.0,0.0,GCA_041890435.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_041890445.1,SAMN30438917,SP,Sul,GCA_041890445.1_ASM4189044v1_genomic,27.0,1.0,0.0,69.0,0.0,0.0,1.0,3.0,19.0,31.0,0.0,0.0,6.0,0.0,GCA_041890445.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_041890475.1,SAMN30439284,SP,Sul,GCA_041890475.1_ASM4189047v1_genomic,26.0,1.0,0.0,52.0,0.0,0.0,1.0,4.0,18.0,34.0,0.0,0.0,6.0,0.0,GCA_041890475.1
Escherichia coli,Rectal swab,2020.0,Sao Paulo,GCA_043848675.1,SAMN40982411,SP,Sul,GCA_043848675.1_ASM4384867v1_genomic,29.0,1.0,0.0,5.0,0.0,6.0,1.0,8.0,16.0,29.0,0.0,0.0,5.0,0.0,GCA_043848675.1
Escherichia coli,Rectal swab,2020.0,Sao Paulo,GCA_043848695.1,SAMN40982404,SP,Sul,GCA_043848695.1_ASM4384869v1_genomic,17.0,1.0,0.0,18.0,0.0,1.0,1.0,17.0,18.0,39.0,0.0,0.0,5.0,0.0,GCA_043848695.1
Escherichia coli,Rectal swab,2021.0,Sao Paulo,GCA_043848715.1,SAMN40982417,SP,Sul,GCA_043848715.1_ASM4384871v1_genomic,25.0,1.0,0.0,33.0,0.0,0.0,1.0,12.0,19.0,33.0,0.0,0.0,5.0,0.0,GCA_043848715.1
Escherichia coli,rectal swab,2016.0,Sao Paulo,GCA_002133385.1,SAMN06763639,SP,Sul,GCA_002133385.1_ASM213338v1_genomic,40.0,1.0,0.0,16.0,0.0,21.0,4.0,11.0,18.0,38.0,0.0,0.0,5.0,0.0,GCA_002133385.1
Escherichia coli,feces,1983.0,Brazil,GCA_002461645.1,SAMN05591683,,,GCA_002461645.1_ASM246164v1_genomic,38.0,1.0,0.0,67.0,0.0,1.0,1.0,4.0,18.0,23.0,0.0,0.0,8.0,0.0,GCA_002461645.1
Escherichia coli,feces,1990.0,Brazil,GCA_002467725.1,SAMN04992411,,,GCA_002467725.1_ASM246772v1_genomic,22.0,1.0,0.0,24.0,0.0,2.0,1.0,3.0,19.0,31.0,0.0,0.0,5.0,0.0,GCA_002467725.1
Escherichia coli,feces,1990.0,Brazil,GCA_002468985.1,SAMN04992413,,,GCA_002468985.1_ASM246898v1_genomic,28.0,1.0,0.0,31.0,0.0,2.0,1.0,3.0,19.0,15.0,0.0,0.0,5.0,0.0,GCA_002468985.1
Escherichia coli,feces,1990.0,Brazil,GCA_002469015.1,SAMN04992412,,,GCA_002469015.1_ASM246901v1_genomic,34.0,1.0,0.0,17.0,0.0,6.0,2.0,16.0,18.0,41.0,0.0,0.0,5.0,0.0,GCA_002469015.1
Escherichia coli,duodenum,1990.0,Brazil,GCA_002469045.1,SAMN04992405,,,GCA_002469045.1_ASM246904v1_genomic,32.0,1.0,0.0,16.0,0.0,4.0,3.0,11.0,18.0,41.0,0.0,0.0,5.0,0.0,GCA_002469045.1
Escherichia coli,blood,1991.0,Brazil,GCA_002484595.1,SAMN04992498,,,GCA_002484595.1_ASM248459v1_genomic,36.0,1.0,0.0,6.0,0.0,1.0,1.0,5.0,18.0,34.0,0.0,0.0,5.0,0.0,GCA_002484595.1
Escherichia coli,stools,2017.0,Praia Grande,GCA_002490265.1,SAMN07731446,SP,Sul,GCA_002490265.1_ASM249026v1_genomic,23.0,1.0,0.0,15.0,0.0,0.0,3.0,5.0,18.0,44.0,0.0,0.0,5.0,0.0,GCA_002490265.1
Escherichia coli,urine,2014.0,Minas Gerais,GCA_002736085.1,SAMN07746131,MG,Sudeste,GCA_002736085.1_ASM273608v1_genomic,27.0,1.0,0.0,36.0,0.0,1.0,1.0,3.0,19.0,15.0,0.0,0.0,5.0,0.0,GCA_002736085.1
Escherichia coli,urine,1974.0,Belo Horizonte,GCA_002763515.1,SAMN07210972,MG,Sudeste,GCA_002763515.1_ASM276351v1_genomic,57.0,1.0,0.0,17.0,0.0,23.0,2.0,11.0,15.0,39.0,0.0,0.0,6.0,0.0,GCA_002763515.1
Escherichia coli,urine,1974.0,Belo Horizonte,GCA_002887715.1,SAMN08118424,MG,Sudeste,GCA_002887715.1_ASM288771v1_genomic,57.0,0.0,0.0,17.0,0.0,23.0,2.0,11.0,15.0,38.0,0.0,0.0,3.0,0.0,GCA_002887715.1
Escherichia coli,urine,1974.0,Belo Horizonte,GCA_002900305.1,SAMN08272629,MG,Sudeste,GCA_002900305.1_ASM290030v1_genomic,57.0,1.0,0.0,17.0,0.0,22.0,1.0,11.0,15.0,39.0,0.0,0.0,5.0,0.0,GCA_002900305.1
Escherichia coli,urine,2016.0,Campinas,GCA_003173295.1,SAMN09223806,SP,Sul,GCA_003173295.1_ASM317329v1_genomic,33.0,1.0,0.0,26.0,0.0,0.0,1.0,11.0,17.0,39.0,0.0,0.0,5.0,0.0,GCA_003173295.1
Escherichia coli,urine,2017.0,Campinas,GCA_003173315.1,SAMN09223805,SP,Sul,GCA_003173315.1_ASM317331v1_genomic,26.0,1.0,0.0,16.0,0.0,0.0,1.0,11.0,19.0,44.0,0.0,0.0,5.0,0.0,GCA_003173315.1
Escherichia coli,blood,2017.0,Campinas,GCA_003183865.1,SAMN09225637,SP,Sul,GCA_003183865.1_ASM318386v1_genomic,27.0,1.0,0.0,26.0,0.0,0.0,3.0,3.0,19.0,25.0,0.0,0.0,5.0,0.0,GCA_003183865.1
Escherichia coli,urine,2017.0,Campinas,GCA_003183875.1,SAMN09225594,SP,Sul,GCA_003183875.1_ASM318387v1_genomic,27.0,1.0,0.0,8.0,0.0,0.0,3.0,3.0,19.0,26.0,0.0,0.0,5.0,0.0,GCA_003183875.1
Escherichia coli,urine,2016.0,Campinas,GCA_003183885.1,SAMN09225630,SP,Sul,GCA_003183885.1_ASM318388v1_genomic,32.0,1.0,0.0,26.0,0.0,0.0,1.0,11.0,17.0,39.0,0.0,0.0,5.0,0.0,GCA_003183885.1
Escherichia coli,stool,2003.0,Bhaia,GCA_003651265.1,SAMN10060931,BA,Nordeste,GCA_003651265.1_ASM365126v1_genomic,38.0,1.0,0.0,59.0,0.0,1.0,1.0,4.0,18.0,23.0,0.0,0.0,9.0,0.0,GCA_003651265.1
Escherichia coli,stool,2003.0,Bhaia,GCA_003651275.1,SAMN10060930,BA,Nordeste,GCA_003651275.1_ASM365127v1_genomic,28.0,1.0,0.0,77.0,0.0,5.0,1.0,3.0,19.0,26.0,0.0,0.0,6.0,0.0,GCA_003651275.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_003651325.1,SAMN10060928,SP,Sul,GCA_003651325.1_ASM365132v1_genomic,22.0,1.0,0.0,55.0,0.0,0.0,1.0,4.0,19.0,15.0,0.0,0.0,6.0,0.0,GCA_003651325.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_003651345.1,SAMN10060927,SP,Sul,GCA_003651345.1_ASM365134v1_genomic,10.0,1.0,0.0,58.0,0.0,1.0,1.0,4.0,18.0,31.0,0.0,0.0,6.0,0.0,GCA_003651345.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_003651285.1,SAMN10060929,SP,Sul,GCA_003651285.1_ASM365128v1_genomic,27.0,1.0,0.0,77.0,0.0,1.0,1.0,3.0,19.0,26.0,0.0,0.0,6.0,0.0,GCA_003651285.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_003651375.1,SAMN10060925,SP,Sul,GCA_003651375.1_ASM365137v1_genomic,23.0,1.0,0.0,65.0,0.0,6.0,3.0,5.0,19.0,26.0,0.0,0.0,6.0,0.0,GCA_003651375.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_003651355.1,SAMN10060926,SP,Sul,GCA_003651355.1_ASM365135v1_genomic,24.0,1.0,0.0,61.0,0.0,0.0,1.0,4.0,18.0,23.0,0.0,0.0,6.0,0.0,GCA_003651355.1
Escherichia coli,stool,1985.0,Sao Paulo,GCA_003651405.1,SAMN10060923,SP,Sul,GCA_003651405.1_ASM365140v1_genomic,27.0,1.0,0.0,89.0,0.0,5.0,1.0,3.0,19.0,25.0,0.0,0.0,6.0,0.0,GCA_003651405.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_003651415.1,SAMN10060922,SP,Sul,GCA_003651415.1_ASM365141v1_genomic,16.0,1.0,0.0,68.0,0.0,0.0,1.0,5.0,19.0,25.0,0.0,0.0,6.0,0.0,GCA_003651415.1
Escherichia coli,stool,1989.0,Sao Paulo,GCA_003651425.1,SAMN10060924,SP,Sul,GCA_003651425.1_ASM365142v1_genomic,14.0,1.0,0.0,61.0,0.0,0.0,1.0,4.0,19.0,30.0,0.0,0.0,6.0,0.0,GCA_003651425.1
Escherichia coli,urine,2015.0,"Botucatu, Sao Paulo State",GCA_004116835.1,SAMN10621277,SP,Sul,GCA_004116835.1_ASM411683v1_genomic,36.0,1.0,0.0,32.0,0.0,0.0,8.0,3.0,19.0,36.0,0.0,0.0,5.0,0.0,GCA_004116835.1
Escherichia coli,urine,2015.0,"Botucatu, Sao Paulo State",GCA_004116595.1,SAMN10748446,SP,Sul,GCA_004116595.1_ASM411659v1_genomic,36.0,1.0,0.0,33.0,0.0,0.0,8.0,3.0,19.0,36.0,0.0,0.0,5.0,0.0,GCA_004116595.1
Escherichia coli,urine,2015.0,"Botucatu, Sao Paulo State",GCA_004116695.1,SAMN10748581,SP,Sul,GCA_004116695.1_ASM411669v1_genomic,27.0,1.0,0.0,32.0,0.0,0.0,6.0,3.0,19.0,31.0,0.0,0.0,5.0,0.0,GCA_004116695.1
